,flight plans,flight tracks,weather cubes
134,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-12/Flight_Plan_KLAX_KJFK_AAL274.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-12/Flight_Track_KLAX_KJFK_AAL274.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-12/Flight_Plan_KLAX_KJFK_AAL274.nc
135,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-12/Flight_Plan_KLAX_KJFK_JBU24.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-12/Flight_Track_KLAX_KJFK_JBU24.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-12/Flight_Plan_KLAX_KJFK_JBU24.nc
136,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-12/Flight_Plan_KLAX_KJFK_AAL2201.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-12/Flight_Track_KLAX_KJFK_AAL2201.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-12/Flight_Plan_KLAX_KJFK_AAL2201.nc
137,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-12/Flight_Plan_KLAX_KJFK_DAL40.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-12/Flight_Track_KLAX_KJFK_DAL40.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-12/Flight_Plan_KLAX_KJFK_DAL40.nc
138,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-12/Flight_Plan_KLAX_KJFK_JBU224.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-12/Flight_Track_KLAX_KJFK_JBU224.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-12/Flight_Plan_KLAX_KJFK_JBU224.nc
139,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-12/Flight_Plan_KLAX_KJFK_DAL1922.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-12/Flight_Track_KLAX_KJFK_DAL1922.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-12/Flight_Plan_KLAX_KJFK_DAL1922.nc
140,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-12/Flight_Plan_KLAX_KJFK_AAL10.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-12/Flight_Track_KLAX_KJFK_AAL10.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-12/Flight_Plan_KLAX_KJFK_AAL10.nc
141,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-15/Flight_Plan_KLAX_KJFK_DAL2279.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-15/Flight_Track_KLAX_KJFK_DAL2279.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-15/Flight_Plan_KLAX_KJFK_DAL2279.nc
142,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-15/Flight_Plan_KLAX_KJFK_AAL2.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-15/Flight_Track_KLAX_KJFK_AAL2.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-15/Flight_Plan_KLAX_KJFK_AAL2.nc
143,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-15/Flight_Plan_KLAX_KJFK_DAL1862.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-15/Flight_Track_KLAX_KJFK_DAL1862.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-15/Flight_Plan_KLAX_KJFK_DAL1862.nc
144,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-15/Flight_Plan_KLAX_KJFK_DAL1907.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-15/Flight_Track_KLAX_KJFK_DAL1907.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-15/Flight_Plan_KLAX_KJFK_DAL1907.nc
145,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-15/Flight_Plan_KLAX_KJFK_AAL307.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-15/Flight_Track_KLAX_KJFK_AAL307.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-15/Flight_Plan_KLAX_KJFK_AAL307.nc
146,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-15/Flight_Plan_KLAX_KJFK_ASA1416.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-15/Flight_Track_KLAX_KJFK_ASA1416.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-15/Flight_Plan_KLAX_KJFK_ASA1416.nc
147,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-15/Flight_Plan_KLAX_KJFK_DAL2197.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-15/Flight_Track_KLAX_KJFK_DAL2197.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-15/Flight_Plan_KLAX_KJFK_DAL2197.nc
148,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-15/Flight_Plan_KLAX_KJFK_QFA11D.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-15/Flight_Track_KLAX_KJFK_QFA11D.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-15/Flight_Plan_KLAX_KJFK_QFA11D.nc
149,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-15/Flight_Plan_KLAX_KJFK_AAL28.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-15/Flight_Track_KLAX_KJFK_AAL28.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-15/Flight_Plan_KLAX_KJFK_AAL28.nc
150,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-15/Flight_Plan_KLAX_KJFK_JBU2024.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-15/Flight_Track_KLAX_KJFK_JBU2024.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-15/Flight_Plan_KLAX_KJFK_JBU2024.nc
151,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-15/Flight_Plan_KLAX_KJFK_JBU624.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-15/Flight_Track_KLAX_KJFK_JBU624.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-15/Flight_Plan_KLAX_KJFK_JBU624.nc
152,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-15/Flight_Plan_KLAX_KJFK_DAL1876.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-15/Flight_Track_KLAX_KJFK_DAL1876.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-15/Flight_Plan_KLAX_KJFK_DAL1876.nc
153,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-15/Flight_Plan_KLAX_KJFK_AAL4.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-15/Flight_Track_KLAX_KJFK_AAL4.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-15/Flight_Plan_KLAX_KJFK_AAL4.nc
154,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-15/Flight_Plan_KLAX_KJFK_JBU1424.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-15/Flight_Track_KLAX_KJFK_JBU1424.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-15/Flight_Plan_KLAX_KJFK_JBU1424.nc
155,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-15/Flight_Plan_KLAX_KJFK_AAL118.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-15/Flight_Track_KLAX_KJFK_AAL118.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-15/Flight_Plan_KLAX_KJFK_AAL118.nc
156,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-15/Flight_Plan_KLAX_KJFK_ASA72.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-15/Flight_Track_KLAX_KJFK_ASA72.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-15/Flight_Plan_KLAX_KJFK_ASA72.nc
157,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-15/Flight_Plan_KLAX_KJFK_ASA1406.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-15/Flight_Track_KLAX_KJFK_ASA1406.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-15/Flight_Plan_KLAX_KJFK_ASA1406.nc
158,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-15/Flight_Plan_KLAX_KJFK_AAL274.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-15/Flight_Track_KLAX_KJFK_AAL274.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-15/Flight_Plan_KLAX_KJFK_AAL274.nc
159,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-15/Flight_Plan_KLAX_KJFK_AAL24.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-15/Flight_Track_KLAX_KJFK_AAL24.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-15/Flight_Plan_KLAX_KJFK_AAL24.nc
160,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-15/Flight_Plan_KLAX_KJFK_AAL292.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-15/Flight_Track_KLAX_KJFK_AAL292.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-15/Flight_Plan_KLAX_KJFK_AAL292.nc
161,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-15/Flight_Plan_KLAX_KJFK_JBU24.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-15/Flight_Track_KLAX_KJFK_JBU24.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-15/Flight_Plan_KLAX_KJFK_JBU24.nc
162,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-15/Flight_Plan_KLAX_KJFK_AAL2201.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-15/Flight_Track_KLAX_KJFK_AAL2201.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-15/Flight_Plan_KLAX_KJFK_AAL2201.nc
163,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-15/Flight_Plan_KLAX_KJFK_JBU124.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-15/Flight_Track_KLAX_KJFK_JBU124.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-15/Flight_Plan_KLAX_KJFK_JBU124.nc
164,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-15/Flight_Plan_KLAX_KJFK_DAL40.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-15/Flight_Track_KLAX_KJFK_DAL40.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-15/Flight_Plan_KLAX_KJFK_DAL40.nc
165,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-15/Flight_Plan_KLAX_KJFK_JBU224.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-15/Flight_Track_KLAX_KJFK_JBU224.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-15/Flight_Plan_KLAX_KJFK_JBU224.nc
166,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-15/Flight_Plan_KLAX_KJFK_DAL1891.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-15/Flight_Track_KLAX_KJFK_DAL1891.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-15/Flight_Plan_KLAX_KJFK_DAL1891.nc
167,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-15/Flight_Plan_KLAX_KJFK_DAL1922.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-15/Flight_Track_KLAX_KJFK_DAL1922.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-15/Flight_Plan_KLAX_KJFK_DAL1922.nc
168,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-15/Flight_Plan_KLAX_KJFK_AAL10.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-15/Flight_Track_KLAX_KJFK_AAL10.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-15/Flight_Plan_KLAX_KJFK_AAL10.nc
169,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-15/Flight_Plan_KLAX_KJFK_ASA1412.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-15/Flight_Track_KLAX_KJFK_ASA1412.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-15/Flight_Plan_KLAX_KJFK_ASA1412.nc
170,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-10/Flight_Plan_KLAX_KJFK_DAL2279.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-10/Flight_Track_KLAX_KJFK_DAL2279.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-10/Flight_Plan_KLAX_KJFK_DAL2279.nc
171,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-10/Flight_Plan_KLAX_KJFK_AAL2.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-10/Flight_Track_KLAX_KJFK_AAL2.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-10/Flight_Plan_KLAX_KJFK_AAL2.nc
172,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-10/Flight_Plan_KLAX_KJFK_DAL1862.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-10/Flight_Track_KLAX_KJFK_DAL1862.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-10/Flight_Plan_KLAX_KJFK_DAL1862.nc
173,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-10/Flight_Plan_KLAX_KJFK_JBU424.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-10/Flight_Track_KLAX_KJFK_JBU424.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-10/Flight_Plan_KLAX_KJFK_JBU424.nc
174,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-10/Flight_Plan_KLAX_KJFK_ASA1416.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-10/Flight_Track_KLAX_KJFK_ASA1416.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-10/Flight_Plan_KLAX_KJFK_ASA1416.nc
175,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-10/Flight_Plan_KLAX_KJFK_DAL2197.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-10/Flight_Track_KLAX_KJFK_DAL2197.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-10/Flight_Plan_KLAX_KJFK_DAL2197.nc
176,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-10/Flight_Plan_KLAX_KJFK_AAL28.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-10/Flight_Track_KLAX_KJFK_AAL28.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-10/Flight_Plan_KLAX_KJFK_AAL28.nc
177,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-10/Flight_Plan_KLAX_KJFK_JBU2024.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-10/Flight_Track_KLAX_KJFK_JBU2024.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-10/Flight_Plan_KLAX_KJFK_JBU2024.nc
178,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-10/Flight_Plan_KLAX_KJFK_JBU624.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-10/Flight_Track_KLAX_KJFK_JBU624.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-10/Flight_Plan_KLAX_KJFK_JBU624.nc
179,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-10/Flight_Plan_KLAX_KJFK_DAL1934.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-10/Flight_Track_KLAX_KJFK_DAL1934.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-10/Flight_Plan_KLAX_KJFK_DAL1934.nc
180,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-10/Flight_Plan_KLAX_KJFK_JBU324.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-10/Flight_Track_KLAX_KJFK_JBU324.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-10/Flight_Plan_KLAX_KJFK_JBU324.nc
181,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-10/Flight_Plan_KLAX_KJFK_ASA94.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-10/Flight_Track_KLAX_KJFK_ASA94.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-10/Flight_Plan_KLAX_KJFK_ASA94.nc
182,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-10/Flight_Plan_KLAX_KJFK_AAL238.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-10/Flight_Track_KLAX_KJFK_AAL238.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-10/Flight_Plan_KLAX_KJFK_AAL238.nc
183,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-10/Flight_Plan_KLAX_KJFK_JBU1424.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-10/Flight_Track_KLAX_KJFK_JBU1424.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-10/Flight_Plan_KLAX_KJFK_JBU1424.nc
184,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-10/Flight_Plan_KLAX_KJFK_AAL118.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-10/Flight_Track_KLAX_KJFK_AAL118.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-10/Flight_Plan_KLAX_KJFK_AAL118.nc
185,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-10/Flight_Plan_KLAX_KJFK_JBU1224.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-10/Flight_Track_KLAX_KJFK_JBU1224.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-10/Flight_Plan_KLAX_KJFK_JBU1224.nc
186,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-10/Flight_Plan_KLAX_KJFK_DAL468.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-10/Flight_Track_KLAX_KJFK_DAL468.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-10/Flight_Plan_KLAX_KJFK_DAL468.nc
187,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-10/Flight_Plan_KLAX_KJFK_ASA1406.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-10/Flight_Track_KLAX_KJFK_ASA1406.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-10/Flight_Plan_KLAX_KJFK_ASA1406.nc
188,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-10/Flight_Plan_KLAX_KJFK_AAL292.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-10/Flight_Track_KLAX_KJFK_AAL292.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-10/Flight_Plan_KLAX_KJFK_AAL292.nc
189,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-10/Flight_Plan_KLAX_KJFK_AAL2201.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-10/Flight_Track_KLAX_KJFK_AAL2201.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-10/Flight_Plan_KLAX_KJFK_AAL2201.nc
190,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-10/Flight_Plan_KLAX_KJFK_JBU124.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-10/Flight_Track_KLAX_KJFK_JBU124.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-10/Flight_Plan_KLAX_KJFK_JBU124.nc
191,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-10/Flight_Plan_KLAX_KJFK_DAL40.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-10/Flight_Track_KLAX_KJFK_DAL40.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-10/Flight_Plan_KLAX_KJFK_DAL40.nc
192,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-10/Flight_Plan_KLAX_KJFK_JBU1124.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-10/Flight_Track_KLAX_KJFK_JBU1124.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-10/Flight_Plan_KLAX_KJFK_JBU1124.nc
193,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-10/Flight_Plan_KLAX_KJFK_AAL10.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-10/Flight_Track_KLAX_KJFK_AAL10.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-10/Flight_Plan_KLAX_KJFK_AAL10.nc
194,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-24/Flight_Plan_KLAX_KJFK_AAL2.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-24/Flight_Track_KLAX_KJFK_AAL2.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-24/Flight_Plan_KLAX_KJFK_AAL2.nc
195,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-24/Flight_Plan_KLAX_KJFK_DAL1862.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-24/Flight_Track_KLAX_KJFK_DAL1862.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-24/Flight_Plan_KLAX_KJFK_DAL1862.nc
196,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-24/Flight_Plan_KLAX_KJFK_AAL307.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-24/Flight_Track_KLAX_KJFK_AAL307.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-24/Flight_Plan_KLAX_KJFK_AAL307.nc
197,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-24/Flight_Plan_KLAX_KJFK_ASA1416.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-24/Flight_Track_KLAX_KJFK_ASA1416.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-24/Flight_Plan_KLAX_KJFK_ASA1416.nc
198,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-24/Flight_Plan_KLAX_KJFK_JBU524.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-24/Flight_Track_KLAX_KJFK_JBU524.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-24/Flight_Plan_KLAX_KJFK_JBU524.nc
199,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-24/Flight_Plan_KLAX_KJFK_DAL2197.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-24/Flight_Track_KLAX_KJFK_DAL2197.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-24/Flight_Plan_KLAX_KJFK_DAL2197.nc
200,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Plans/2019-01-24/Flight_Plan_KLAX_KJFK_AAL28.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Flight Tracks/2019-01-24/Flight_Track_KLAX_KJFK_AAL28.txt,/home/lab/PycharmProjects/Flight-Track-Prediction/data/Weather Cubes/2019-01-24/Flight_Plan_KLAX_KJFK_AAL28.nc
